Visitation,Log Visitiation,Date,Day,MaxTemp,Rain,Solar ,Day as number,WeekdayBool,WeekendBool,HolidayBool,Season,Average Temp 15 Days either side,Ratio temp:averageTemp,Averge Solar 15dayEither side,Ratio Solar:AverageTemp
661,6.49375384,1/08/2023,Tuesday,15.5,0,8,2,1,0,0,3,15.34137931,1.010339402,9.689655172,0.825622776
1278,7.153051635,2/08/2023,Wednesday,17.2,0,11.1,3,1,0,0,3,15.4137931,1.115883669,9.772413793,1.135850388
1548,7.344719054,3/08/2023,Thursday,20.7,0,11.8,4,1,0,0,3,15.44137931,1.340553819,9.986206897,1.181629834
786,6.666956792,4/08/2023,Friday,20.8,0,7.6,5,1,0,0,3,15.49655172,1.34223409,9.882758621,0.76901605
2906,7.974532844,5/08/2023,Saturday,13.9,0.8,10,6,0,1,0,3,15.65172414,0.888081075,10.03103448,0.996906153
3157,8.057377489,6/08/2023,Sunday,13.3,0,8.5,7,0,1,0,3,15.76551724,0.843613298,10.04137931,0.846497253
1190,7.081708586,7/08/2023,Monday,13.7,0,9.4,1,1,0,0,3,15.95172414,0.858841332,10.14137931,0.926895614
1324,7.188412736,8/08/2023,Tuesday,11.9,0,11.6,2,1,0,0,3,15.94827586,0.746162162,10.23793103,1.133041428
1522,7.327780538,9/08/2023,Wednesday,19.4,0.2,12.3,3,1,0,0,3,16.01724138,1.211194833,10.16206897,1.210383441
1350,7.207859871,10/08/2023,Thursday,15.5,2.2,9.9,4,1,0,0,3,16.20689655,0.956382979,10.22413793,0.968296796
1651,7.409136444,11/08/2023,Friday,15.3,0.4,9.7,5,1,0,0,3,16.28965517,0.939246401,10.34827586,0.937354215
2025,7.61332498,12/08/2023,Saturday,15.9,0,8.1,6,0,1,0,3,16.13103448,0.98567764,10.43793103,0.776015857
3585,8.184513753,13/08/2023,Sunday,12.8,4.2,11.2,7,0,1,0,3,15.99310345,0.800344976,10.46896552,1.069828722
1368,7.221105098,14/08/2023,Monday,12.6,0,12.1,1,1,0,0,3,15.87931034,0.793485342,10.55517241,1.1463574
1627,7.394493107,15/08/2023,Tuesday,13,0.2,12.6,2,1,0,0,3,15.94827586,0.815135135,10.61724138,1.186748944
1524,7.329093736,16/08/2023,Wednesday,16.5,0,13.5,3,1,0,0,3,15.92413793,1.036162841,10.51034483,1.284448819
936,6.841615476,17/08/2023,Thursday,13.7,0,7,4,1,0,0,3,15.87586207,0.862945265,10.55172414,0.663398693
1041,6.947937069,18/08/2023,Friday,13.9,5.8,11.2,5,1,0,0,3,15.67586207,0.886713594,10.57241379,1.059360731
2388,7.778211475,19/08/2023,Saturday,18.2,0.2,10.1,6,0,1,0,3,15.42758621,1.179704962,10.55517241,0.956876838
3781,8.237743804,20/08/2023,Sunday,18.6,0,12,7,0,1,0,3,15.65172414,1.188367482,10.85172414,1.105815062
1479,7.299121463,21/08/2023,Monday,18.5,0,10.6,1,1,0,0,3,15.94827586,1.16,11.07241379,0.957334164
470,6.152732695,22/08/2023,Tuesday,14.1,1,5.4,2,1,0,0,3,15.99655172,0.881439966,11.13448276,0.48497987
1446,7.276556403,23/08/2023,Wednesday,16.8,9,10.5,3,1,0,0,3,16.2862069,1.031547745,11.26206897,0.932333129
1355,7.211556733,24/08/2023,Thursday,18.8,0,13.9,4,1,0,0,3,16.38275862,1.147547885,11.43448276,1.21562123
1928,7.564238475,25/08/2023,Friday,19.1,0,13.7,5,1,0,0,3,16.26206897,1.174512299,11.44137931,1.197408077
2743,7.916807491,26/08/2023,Saturday,14.4,0,11.1,6,0,1,0,3,16.25862069,0.885683987,11.39310345,0.974273608
3726,8.223090551,27/08/2023,Sunday,14.3,0,13.3,7,0,1,0,3,16.23448276,0.880841121,11.57586207,1.148942508
1453,7.281385664,28/08/2023,Monday,15.7,0,11.7,1,1,0,0,3,16.41724138,0.956311699,11.67931034,1.001771479
1378,7.228388452,29/08/2023,Tuesday,18.4,0.2,6.9,2,1,0,0,3,16.80344828,1.095013339,11.81034483,0.584233577
1035,6.942156706,30/08/2023,Wednesday,14.8,2.6,9.2,3,1,0,0,3,17.1,0.865497076,11.95517241,0.76954139
1148,7.045776577,31/08/2023,Thursday,15.8,2.4,11.7,4,1,0,0,3,17.40344828,0.907866059,12.12758621,0.964742678
1441,7.273092596,1/09/2023,Friday,14.9,1,11.3,5,1,0,0,4,17.72068966,0.840825063,12.25172414,0.922319167
3661,8.205491613,2/09/2023,Saturday,13.6,0,16.2,6,0,1,0,4,18.13103448,0.750095093,12.63448276,1.28220524
5506,8.613593686,3/09/2023,Sunday,20.4,0,16.4,7,0,1,0,4,18.35862069,1.111194591,12.89655172,1.271657754
1226,7.111512116,4/09/2023,Monday,21.9,0,10.3,1,1,0,0,4,18.4,1.190217391,13.17241379,0.781937173
918,6.822197391,5/09/2023,Tuesday,15.1,1,13.1,2,1,0,0,4,18.75172414,0.805259287,13.27241379,0.987009613
1525,7.329749689,6/09/2023,Wednesday,20.3,0,16.6,3,1,0,0,4,18.88275862,1.075054785,13.54482759,1.225560081
1188,7.0800265,7/09/2023,Thursday,22.2,0,12.5,4,1,0,0,4,18.83793103,1.178473366,13.77241379,0.907611417
507,6.228511004,8/09/2023,Friday,12,3.2,8.5,5,1,0,0,4,18.71724138,0.641120118,13.86206897,0.61318408
2316,7.747596839,9/09/2023,Saturday,15.2,0.2,15,6,0,1,0,4,18.60344828,0.817052827,14.01034483,1.07063746
2861,7.958926493,10/09/2023,Sunday,15.2,0.4,11.1,7,0,1,0,4,18.96206897,0.801600291,14.21724138,0.780742178
1243,7.125283092,11/09/2023,Monday,18.1,0,15,1,1,0,0,4,19.19655172,0.942877672,14.53793103,1.031783681
1647,7.40671073,12/09/2023,Tuesday,23.8,0,16.3,2,1,0,0,4,19.23448276,1.237361061,14.74482759,1.105472404
1510,7.31986493,13/09/2023,Wednesday,21.6,0,17.6,3,1,0,0,4,19.22758621,1.12338594,15.03793103,1.170373767
1704,7.440733707,14/09/2023,Thursday,25.3,0,17.1,4,1,0,0,4,19.37241379,1.305980776,15.40344828,1.110141034
1454,7.282073658,15/09/2023,Friday,22.9,0,18.1,5,1,0,0,4,19.78275862,1.157573645,15.79310345,1.146069869
5179,8.552367266,16/09/2023,Saturday,25.8,0,18.8,6,0,1,1,4,20.36206897,1.267061812,16.12068966,1.166203209
5552,8.621913502,17/09/2023,Sunday,24.8,0,18.1,7,0,1,1,4,20.63103448,1.202072539,16.46896552,1.099036851
3694,8.214465161,18/09/2023,Monday,19.8,0,14.9,1,1,0,1,4,20.88275862,0.948150594,16.56206897,0.899646055
4086,8.315321775,19/09/2023,Tuesday,28.7,0,18.5,2,1,0,1,4,20.77586207,1.381410788,16.74827586,1.104591312
2655,7.884199934,20/09/2023,Wednesday,17.9,0,12,3,1,0,1,4,20.72413793,0.863727121,16.52758621,0.726058836
3360,8.119696253,21/09/2023,Thursday,15.5,0,13.1,4,1,0,1,4,20.6,0.752427184,16.35862069,0.800801012
4103,8.319473692,22/09/2023,Friday,15.3,0,18.2,5,1,0,1,4,20.37586207,0.750888475,16.21034483,1.122739843
5823,8.669570872,23/09/2023,Saturday,15.8,0,19.7,6,0,1,1,4,20.45862069,0.772290578,16.43103448,1.198950682
5940,8.689464412,24/09/2023,Sunday,24.8,0,20.4,7,0,1,1,4,20.47241379,1.211386222,16.63103448,1.226622434
5149,8.5465578,25/09/2023,Monday,21.1,0,19.3,1,1,0,1,4,20.48965517,1.02978795,16.88275862,1.143178105
4555,8.42398081,26/09/2023,Tuesday,16.8,0,20.2,2,1,0,1,4,20.41724138,0.822833981,17.16896552,1.176541474
4868,8.490438454,27/09/2023,Wednesday,18.2,0,17.5,3,1,0,1,4,20.57586207,0.88453159,17.36896552,1.007544173
4743,8.464425126,28/09/2023,Thursday,19,0,20.5,4,1,0,1,4,20.41724138,0.93058605,17.62068966,1.163405088
6810,8.826147399,29/09/2023,Friday,27.7,0,21.2,5,1,0,1,4,20.15172414,1.374572211,17.33793103,1.222752586
4277,8.361007108,30/09/2023,Saturday,31.7,0,21.4,6,0,1,1,4,20.04482759,1.581455359,17.18965517,1.244934804
4083,8.314587291,1/10/2023,Sunday,21.4,0,18.9,7,0,1,1,4,19.74482759,1.083828152,17.12068966,1.103927492
1694,7.434847875,2/10/2023,Monday,27.7,0,21.8,1,1,0,0,4,19.45172414,1.424038291,16.87931034,1.291521961
240,5.480638923,3/10/2023,Tuesday,18.8,2.2,3.9,2,1,0,0,4,19.32413793,0.972876517,17.03448276,0.228947368
373,5.92157842,4/10/2023,Wednesday,13.6,25,8.2,3,1,0,0,4,19.13448276,0.710758695,17.32413793,0.473328025
726,6.587550015,5/10/2023,Thursday,16.7,8.4,12.3,4,1,0,0,4,19.35517241,0.862818457,17.54827586,0.700923561
1009,6.91671502,6/10/2023,Friday,15.7,7.2,18.9,5,1,0,0,4,19.76206897,0.79445123,18,1.05
2408,7.786551806,7/10/2023,Saturday,14.4,0,14.3,6,0,1,0,4,20.02413793,0.719132082,18.34827586,0.779364781
4227,8.349247801,8/10/2023,Sunday,15.6,0,22.3,7,0,1,0,4,20.02068966,0.779193937,18.20344828,1.225042622
1448,7.277938573,9/10/2023,Monday,15.7,0,19.4,1,1,0,0,4,19.76206897,0.79445123,17.86551724,1.085890755
1065,6.970730078,10/10/2023,Tuesday,16,0,20.8,2,1,0,0,4,19.9137931,0.803463203,17.74137931,1.172400389
1331,7.193685818,11/10/2023,Wednesday,28.4,0,23.6,3,1,0,0,4,19.81724138,1.433095528,17.76896552,1.328158354
320,5.768320996,12/10/2023,Thursday,17,1.8,9.4,4,1,0,0,4,19.75517241,0.860534125,17.72758621,0.530247034
1153,7.05012252,13/10/2023,Friday,17.6,9.2,12.8,5,1,0,0,4,19.71724138,0.892619797,17.77241379,0.720217307
2151,7.673688129,14/10/2023,Saturday,19.8,1.2,16.1,6,0,1,0,4,19.6,1.010204082,17.98275862,0.895302013
2075,7.637716433,15/10/2023,Sunday,17.1,0,11.8,7,0,1,0,4,19.14827586,0.893030794,17.97931034,0.656309935
587,6.37502482,16/10/2023,Monday,16.3,7,22.6,1,1,0,0,4,19.23448276,0.847436357,18.16206897,1.244351623
1272,7.148345744,17/10/2023,Tuesday,16.1,2,23.3,2,1,0,0,4,18.88275862,0.852629657,18.22413793,1.278524125
1287,7.160069208,18/10/2023,Wednesday,23.2,0,25,3,1,0,0,4,18.78965517,1.234721967,18.07241379,1.383323793
1394,7.239932591,19/10/2023,Thursday,24.3,0,25.1,4,1,0,0,4,18.87241379,1.287593642,18.43103448,1.361833489
1369,7.221835825,20/10/2023,Friday,27.3,0,23.2,5,1,0,0,4,18.87241379,1.446555819,18.66896552,1.2427041
4115,8.322394113,21/10/2023,Saturday,22.9,0,14,6,0,1,0,4,18.96896552,1.207235048,18.80689655,0.744407774
1067,6.972606251,22/10/2023,Sunday,15.7,0,9.9,7,0,1,0,4,19.20689655,0.817414722,19.01724138,0.520580236
1169,7.063903961,23/10/2023,Monday,17.3,1,16.8,1,1,0,0,4,19.70689655,0.877865267,19.46206897,0.863217576
1157,7.053585727,24/10/2023,Tuesday,25.5,0,20.1,2,1,0,0,4,20.30344828,1.255944293,19.59655172,1.025690656
1115,7.016609684,25/10/2023,Wednesday,14,0,19,3,1,0,0,4,20.7137931,0.675878142,19.79655172,0.959763107
627,6.440946541,26/10/2023,Thursday,16.4,6.2,18.8,4,1,0,0,4,20.44137931,0.802294197,19.73103448,0.952813702
1881,7.539558829,27/10/2023,Friday,17.9,0.4,26.6,5,1,0,0,4,20.85862069,0.858158373,19.55862069,1.360014104
2943,7.987184748,28/10/2023,Saturday,24.3,0,21.1,6,0,1,0,4,20.95517241,1.159618233,20.23448276,1.042774369
3935,8.277666161,29/10/2023,Sunday,18.6,0,26.7,7,0,1,0,4,20.99310345,0.886005256,20.60344828,1.295899582
1018,6.925595197,30/10/2023,Monday,23.9,0,20.7,1,1,0,0,4,21.04482759,1.135670981,20.95517241,0.987822939
941,6.84694314,31/10/2023,Tuesday,17.5,1.8,17.4,2,1,0,0,4,21.07931034,0.830197939,21.50344828,0.809172547
1202,7.091742115,1/11/2023,Wednesday,16.1,0.2,14.3,3,1,0,0,4,21.14137931,0.761539716,21.17586207,0.675297183
1216,7.103322063,2/11/2023,Thursday,16,0,15.1,4,1,0,0,4,20.9862069,0.762405521,21.23793103,0.710992044
1454,7.282073658,3/11/2023,Friday,16.7,0,16.3,5,1,0,0,4,20.74137931,0.805153782,20.99655172,0.77631795
2867,7.961021466,4/11/2023,Saturday,18.5,0.2,25,6,0,1,0,4,20.44137931,0.905026991,20.76206897,1.204118917
5284,8.572438666,5/11/2023,Sunday,21.3,0,27.2,7,0,1,0,4,20.33793103,1.047304171,20.91724138,1.300362677
2882,7.966239777,6/11/2023,Monday,30.1,0,26.2,1,1,0,0,4,20.44137931,1.472503374,21.37241379,1.225879316
3984,8.290041619,7/11/2023,Tuesday,33,0,25.2,2,1,0,0,4,20.52758621,1.60759281,21.5137931,1.171341561
869,6.767343125,8/11/2023,Wednesday,27.9,11.2,18.9,3,1,0,0,4,20.32413793,1.372751951,21.52413793,0.878083947
1353,7.210079628,9/11/2023,Thursday,20.5,2.6,18.6,4,1,0,0,4,20.65862069,0.992321816,21.82758621,0.852132701
1311,7.178545484,10/11/2023,Friday,29.1,0.2,29,5,1,0,0,4,21.03448276,1.383442623,21.91724138,1.32315922
2640,7.878534196,11/11/2023,Saturday,20.4,0,23.5,6,0,1,0,4,21.27931034,0.958677686,21.70344828,1.082777248
3422,8.137980454,12/11/2023,Sunday,20.9,0,26.3,7,0,1,0,4,21.15172414,0.98809912,21.47586207,1.2246307
1216,7.103322063,13/11/2023,Monday,18.6,0,27.7,1,1,0,0,4,21.17241379,0.878501629,21.26206897,1.302789491
1170,7.064759028,14/11/2023,Tuesday,17.3,0.2,13.1,2,1,0,0,4,21.1137931,0.81936959,20.91034483,0.626484169
1091,6.994849986,15/11/2023,Wednesday,17.9,0,25.1,3,1,0,0,4,21.15172414,0.84626671,20.90344828,1.200758825
1182,7.074963198,16/11/2023,Thursday,18.7,0.2,18,4,1,0,0,4,21.25517241,0.879785853,20.59655172,0.873932697
1182,7.074963198,17/11/2023,Friday,17.2,0,18.3,5,1,0,0,4,21.43793103,0.80231623,20.5137931,0.892082703
3144,8.053251154,18/11/2023,Saturday,18.6,0,27.7,6,0,1,0,4,21.45172414,0.867063173,20.63793103,1.342188805
2930,7.982757702,19/11/2023,Sunday,19.9,0,27.2,7,0,1,0,4,21.56206897,0.922917,20.32068966,1.338537248
1168,7.063048163,20/11/2023,Monday,18.7,0,14,1,1,0,0,4,21.96206897,0.851468048,20.46551724,0.684077506
1214,7.101675972,21/11/2023,Tuesday,19.8,0,17.1,2,1,0,0,4,21.68275862,0.913167939,20.6,0.830097087
1213,7.100851909,22/11/2023,Wednesday,19.6,0,28.9,3,1,0,0,4,21.26896552,0.92153048,20.73793103,1.393581643
1381,7.230563153,23/11/2023,Thursday,23.7,0,21.6,4,1,0,0,4,21.11034483,1.122672329,20.91724138,1.03264095
1583,7.36707706,24/11/2023,Friday,27.3,0,12.6,5,1,0,0,4,21.5862069,1.264696486,20.99655172,0.600098538
1877,7.537430037,25/11/2023,Saturday,25,18,20,6,0,1,0,4,21.19310345,1.179629027,20.98965517,0.952850337
2466,7.810352684,26/11/2023,Sunday,20.6,5.8,14.9,7,0,1,0,4,21.16896552,0.973122658,20.15517241,0.739264328
1067,6.972606251,27/11/2023,Monday,19.2,0.4,16.5,1,1,0,0,4,21.11724138,0.909209667,19.61724138,0.841096854
989,6.896694332,28/11/2023,Tuesday,22.2,0,20.5,2,1,0,0,4,21.4137931,1.036714976,18.91034483,1.084062728
563,6.333279628,29/11/2023,Wednesday,18.6,2.8,8.5,3,1,0,0,4,21.99655172,0.845587083,18.84827586,0.45096963
1209,7.097548851,30/11/2023,Thursday,19.1,8.8,11.9,4,1,0,0,4,22.22758621,0.859292585,18.94482759,0.628139789
1226,7.111512116,1/12/2023,Friday,21.3,5.4,18.7,5,1,0,0,1,22.33793103,0.953535042,18.80689655,0.994316098
719,6.577861358,2/12/2023,Saturday,17.1,8.4,7.1,6,0,1,0,1,22.53103448,0.758953168,19.08275862,0.372063607
2840,7.951559331,3/12/2023,Sunday,21.7,19,29.2,7,0,1,0,1,22.66896552,0.957255856,19.12758621,1.52659095
1062,6.967909202,4/12/2023,Monday,32.9,0,31.1,1,1,0,0,1,22.92758621,1.434952624,19.28275862,1.612839771
1031,6.938284484,5/12/2023,Tuesday,22,0,30.2,2,1,0,0,1,22.96551724,0.957957958,18.5862069,1.624860853
1298,7.168579897,6/12/2023,Wednesday,21,0,30.4,3,1,0,0,1,22.96206897,0.914551734,18.69655172,1.625968277
1095,6.998509642,7/12/2023,Thursday,23.3,0,21.2,4,1,0,0,1,23.1137931,1.008056094,19.1,1.109947644
790,6.672032945,8/12/2023,Friday,34.3,0,18.4,5,1,0,0,1,23.07241379,1.486623823,19.22068966,0.957301758
496,6.206575927,9/12/2023,Saturday,17.7,3.8,4.8,6,0,1,0,1,22.90689655,0.77269306,19.58965517,0.245027284
2363,7.767687277,10/12/2023,Sunday,19.7,13.2,7.9,7,0,1,0,1,22.85172414,0.862079372,20.27241379,0.389692125
868,6.766191715,11/12/2023,Monday,19.4,9.2,5.8,1,1,0,0,1,22.83793103,0.849463989,20.36206897,0.284843353
918,6.822197391,12/12/2023,Tuesday,27.2,0,25.9,2,1,0,0,1,22.96896552,1.184206576,20.0862069,1.28944206
701,6.552507887,13/12/2023,Wednesday,34.2,,15.9,3,1,0,0,1,23.0137931,1.486065328,20.07931034,0.791859866
1326,7.189922171,14/12/2023,Thursday,24.6,1.6,21.1,4,1,0,0,1,23.0862069,1.065571322,20.24137931,1.04241908
1744,7.463936604,15/12/2023,Friday,21.9,0,26,5,1,0,0,1,23.10344828,0.947910448,20.52068966,1.267013947
2638,7.877776333,16/12/2023,Saturday,22.8,0,19.6,6,0,1,0,1,23.07241379,0.988193095,21.18275862,0.925280807
3069,8.029107055,17/12/2023,Sunday,22.6,0,32.2,7,0,1,0,1,23.17931034,0.975007438,21.18965517,1.519609439
1111,7.01301579,18/12/2023,Monday,27.4,0,7,1,1,0,0,1,23.19310345,1.181385668,21.9862069,0.31838143
816,6.704414355,19/12/2023,Tuesday,19.8,4.8,17.2,2,1,0,0,1,22.84827586,0.866586176,22.06896552,0.779375
1489,7.305860033,20/12/2023,Wednesday,19.7,0.8,28.8,3,1,0,0,1,22.90689655,0.860003011,21.47241379,1.341255821
1938,7.569411792,21/12/2023,Thursday,24,0,32.4,4,1,0,1,1,22.95517241,1.045515998,21.01034483,1.542097489
2168,7.681560363,22/12/2023,Friday,22.5,0,32.3,5,1,0,1,1,23.03448276,0.976796407,20.66551724,1.562990155
3505,8.161945799,23/12/2023,Saturday,22.5,0,32.4,6,0,1,1,1,22.81034483,0.986394558,20.84482759,1.554342432
2446,7.802209316,24/12/2023,Sunday,23.4,0,22.6,7,0,1,1,1,23.08965517,1.01344086,21.12068966,1.070040816
1201,7.090909822,25/12/2023,Monday,20.2,18.2,6.9,1,1,0,1,1,23.1,0.874458874,21.24827586,0.32473223
1700,7.43838353,26/12/2023,Tuesday,23,16.6,16.3,2,1,0,1,1,23.23448276,0.989907985,21.11034483,0.77213329
4446,8.399760095,27/12/2023,Wednesday,23.5,3.4,25.2,3,1,0,1,1,23.13103448,1.015951103,21.95517241,1.147793309
5810,8.66733585,28/12/2023,Thursday,20.7,0.6,16.6,4,1,0,1,1,22.72758621,0.910787437,22.13103448,0.750077906
7430,8.913281138,29/12/2023,Friday,19.6,1,31.1,5,1,0,1,1,22.84827586,0.85783278,22.60344828,1.375896262
6244,8.739376282,30/12/2023,Saturday,20.4,0,18.9,6,0,1,1,1,22.80689655,0.894466284,22.95517241,0.823343849
4596,8.432941639,31/12/2023,Sunday,20.2,0.6,30.2,7,0,1,1,1,22.77931034,0.886769603,22.45862069,1.344695225
4598,8.433376705,1/01/2024,Monday,22.1,0,31.6,1,1,0,1,1,22.94482759,0.963180042,22.73103448,1.390169903
3573,8.181160858,2/01/2024,Tuesday,22.9,0,13.8,2,1,0,1,1,23.12068966,0.990454884,22.65517241,0.60913242
1737,7.459914766,3/01/2024,Wednesday,23.7,14.4,16.8,3,1,0,1,1,23.17931034,1.022463553,23.47931034,0.715523572
6286,8.746080217,4/01/2024,Thursday,22.4,0.2,20.4,4,1,0,1,1,23.25517241,0.963226572,23.26896552,0.876704209
5501,8.612685173,5/01/2024,Friday,25.6,0,26.4,5,1,0,1,1,23.1137931,1.107563777,23.08965517,1.143369176
4175,8.336869637,6/01/2024,Saturday,27.8,0,26.4,6,0,1,1,1,23.34827586,1.190666076,22.49655172,1.173513182
1562,7.35372233,7/01/2024,Sunday,25.8,0,8.5,7,0,1,1,1,23.3137931,1.106641029,22.08965517,0.384795504
370,5.913503006,8/01/2024,Monday,20,20,3.9,1,1,0,1,1,23.20344828,0.861940853,21.49655172,0.181424447
3749,8.229244417,9/01/2024,Tuesday,23.3,9.8,30.3,2,1,0,1,1,23.47931034,0.992363049,21.36896552,1.417944167
4031,8.301769763,10/01/2024,Wednesday,24.2,0,31,3,1,0,1,1,23.74482759,1.019169329,22.12758621,1.400966184
4178,8.337587942,11/01/2024,Thursday,22.5,0,29.6,4,1,0,1,1,23.65172414,0.951304855,22.52413793,1.314145744
1606,7.381501895,12/01/2024,Friday,28.1,0,31.3,5,1,0,1,1,23.74827586,1.183243793,22.00689655,1.422281416
4748,8.465478756,13/01/2024,Saturday,20.7,0,11.6,6,0,1,1,1,23.93793103,0.864736387,22.3,0.520179372
5500,8.612503371,14/01/2024,Sunday,22,0.4,27.5,7,0,1,1,1,24.05172414,0.914695341,22.11034483,1.243761697
2365,7.768533301,15/01/2024,Monday,27.4,0,30,1,1,0,1,1,24.25172414,1.129816579,22.39655172,1.339491917
1794,7.492203043,16/01/2024,Tuesday,32.5,0,30.9,2,1,0,1,1,24.29655172,1.337638376,22.35517241,1.382230449
891,6.792344427,17/01/2024,Wednesday,21.5,14,11.1,3,1,0,1,1,24.27241379,0.88577923,22.21034483,0.499767117
3315,8.106212903,18/01/2024,Thursday,21.9,6.8,23.6,4,1,0,1,1,24.3862069,0.898048643,22.51034483,1.048406863
3542,8.172446818,19/01/2024,Friday,19.9,0,15.2,5,1,0,1,1,24.36896552,0.816612424,22.85862069,0.664957007
4154,8.331827004,20/01/2024,Saturday,29.3,0,20.5,6,0,1,1,1,24.50344828,1.19575007,23.12068966,0.886651752
4612,8.436416881,21/01/2024,Sunday,21.5,0,15.2,7,0,1,1,1,24.89310345,0.863693032,23.19655172,0.655269808
3179,8.064321961,22/01/2024,Monday,20.2,0,18.9,1,1,0,1,1,24.72068966,0.817129307,23.26206897,0.812481471
2575,7.853604813,23/01/2024,Tuesday,28.2,0,28.9,2,1,0,1,1,24.76896552,1.138521509,23.19655172,1.245874833
1530,7.333023014,24/01/2024,Wednesday,30.7,0,27.8,3,1,0,1,1,24.73793103,1.2410092,23.96551724,1.16
2454,7.805474625,25/01/2024,Thursday,20.8,0.2,10.2,4,1,0,1,1,24.68965517,0.842458101,23.79655172,0.428633531
5665,8.642062173,26/01/2024,Friday,23.5,1.6,25.1,5,1,0,1,1,24.66206897,0.952880313,23.61034483,1.063093326
5634,8.636574948,27/01/2024,Saturday,25.1,0,25.6,6,0,1,1,1,24.55862069,1.02204437,23.33103448,1.097250961
4887,8.494333897,28/01/2024,Sunday,23.7,0,27.2,7,0,1,1,1,25.04482759,0.946303181,23.13793103,1.175558867
1287,7.160069208,29/01/2024,Monday,26,0,29,1,1,0,1,1,25.55172414,1.01754386,23.63448276,1.227020718
1460,7.286191715,30/01/2024,Tuesday,23.4,0,27.4,2,1,0,0,1,25.92758621,0.902513632,23.57931034,1.162035683
926,6.830874235,31/01/2024,Wednesday,22.2,0,22.5,3,1,0,0,1,25.5137931,0.870117583,23.13103448,0.972719141
722,6.582025139,1/02/2024,Thursday,27,0,26.9,4,1,0,0,1,25.50344828,1.058680368,22.80689655,1.179467796
1073,6.978213743,2/02/2024,Friday,21.9,0,28,5,1,0,0,1,25.53103448,0.857779579,23.3,1.201716738
1938,7.569411792,3/02/2024,Saturday,29.5,0,28.6,6,0,1,0,1,25.63448276,1.150793651,23.1,1.238095238
867,6.765038977,4/02/2024,Sunday,39.1,0,28.3,7,0,1,0,1,25.39310345,1.539788159,23.28275862,1.215491706
648,6.473890696,5/02/2024,Monday,20.8,0,6.6,1,1,0,0,1,25.42413793,0.818120168,23.32758621,0.282926829
798,6.682108597,6/02/2024,Tuesday,21.4,0,26.2,2,1,0,0,1,25.65862069,0.834027684,23.45862069,1.116860209
1079,6.983789965,7/02/2024,Wednesday,22.4,0,25.4,3,1,0,0,1,25.89310345,0.865095219,23.58965517,1.076743166
945,6.851184927,8/02/2024,Thursday,22.8,0,25.6,4,1,0,0,1,26.14827586,0.871950415,23.36551724,1.095631641
1101,7.003974137,9/02/2024,Friday,21.7,0,21.5,5,1,0,0,1,26.2,0.828244275,23.14827586,0.928794876
3124,8.046869511,10/02/2024,Saturday,25.1,0,25.7,6,0,1,0,1,26.1137931,0.961177869,23.23448276,1.106114574
1902,7.550661243,11/02/2024,Sunday,34.8,0,26,7,0,1,0,1,26.29655172,1.323367427,23.07586207,1.12671847
829,6.720220155,12/02/2024,Monday,36.7,0,25.9,1,1,0,0,1,26.19655172,1.400947743,22.91724138,1.130153476
566,6.338594078,13/02/2024,Tuesday,38.3,0,17,2,1,0,0,1,26.17931034,1.462987355,22.67586207,0.749695864
1444,7.275172319,14/02/2024,Wednesday,20.5,6.2,21.5,3,1,0,0,1,26.64482759,0.769380096,22.47931034,0.956435036
1099,7.002155954,15/02/2024,Thursday,21.2,0,25.4,4,1,0,0,1,26.7137931,0.793597522,21.92068966,1.158722668
1244,7.126087273,16/02/2024,Friday,22.7,0,17.8,5,1,0,0,1,26.65172414,0.851727261,21.72758621,0.819235042
3411,8.134760782,17/02/2024,Saturday,22.9,0,20.5,6,0,1,0,1,26.64827586,0.85934265,21.5862069,0.949680511
3746,8.228443883,18/02/2024,Sunday,22.3,0,21.8,7,0,1,0,1,26.4,0.84469697,21.28275862,1.024303305
1013,6.920671504,19/02/2024,Monday,22.4,0,19,1,1,0,0,1,25.75862069,0.86961178,20.76896552,0.914826498
1003,6.910750788,20/02/2024,Tuesday,27,0,22.7,2,1,0,0,1,26.04827586,1.036536934,20.56551724,1.103789403
634,6.452048954,21/02/2024,Wednesday,35,0,22.4,3,1,0,0,1,26.15172414,1.338343882,21.11034483,1.061091147
282,5.641907071,22/02/2024,Thursday,38.1,0,21.5,4,1,0,0,1,26.13448276,1.457844043,20.83103448,1.032113888
1114,7.01571242,23/02/2024,Friday,22.3,0,12.7,5,1,0,0,1,26.25172414,0.849468015,20.56551724,0.617538565
3519,8.165932137,24/02/2024,Saturday,21,0,20.5,6,0,1,0,1,26.87241379,0.78147055,20.4137931,1.004222973
4007,8.295798111,25/02/2024,Sunday,30.4,0,21,7,0,1,0,1,27.35172414,1.111447302,20.41034483,1.028890015
1053,6.959398512,26/02/2024,Monday,20.8,0,20.2,1,1,0,0,1,27.43448276,0.758169935,20.25172414,0.997445939
782,6.661854741,27/02/2024,Tuesday,25.5,0,23.3,2,1,0,0,1,26.9137931,0.947469571,20.04482759,1.162394633
478,6.169610732,28/02/2024,Wednesday,36.9,0,11.2,3,1,0,0,1,26.29655172,1.403225806,19.34827586,0.578862948
718,6.576469569,29/02/2024,Thursday,24.2,0,16.9,4,1,0,0,1,26.37241379,0.917625523,19.02758621,0.888184125
1064,6.96979067,1/03/2024,Friday,25.2,0,22.8,5,1,0,0,2,26.53448276,0.949707602,18.8,1.212765957
