Visitation,Log Visitiation,Date,Day,MaxTemp,Rain,Solar ,Day as number,WeekdayBool,WeekendBool,HolidayBool,Season,Average Temp 15 Days either side,Ratio temp:averageTemp,Averge Solar 15dayEither side,Ratio Solar:AverageTemp
5553,8.622093601,30/12/2022,Friday,24.2,0,32.2,5,1,0,1,1,24.98965517,0.968400718,26.72413793,1.204903226
2746,7.917900586,31/12/2022,Saturday,25.2,0,32,6,0,1,1,1,25.65862069,0.982126058,26.75517241,1.196030416
1330,7.192934221,1/01/2023,Sunday,37.1,0,28.2,7,0,1,1,1,25.64827586,1.446490992,26.7862069,1.052780639
2633,7.875879159,2/01/2023,Monday,33.9,4.6,21.4,1,1,0,1,1,25.85517241,1.31114964,26.23448276,0.815720294
5645,8.638525477,3/01/2023,Tuesday,21.4,0.6,19.5,2,1,0,1,1,26.36551724,0.811666231,25.83448276,0.754805125
5993,8.6983474,4/01/2023,Wednesday,19.3,0,9.4,3,1,0,1,1,26.20344828,0.736544282,25.67241379,0.36615178
6238,8.738414897,5/01/2023,Thursday,22.2,0.4,25.3,4,1,0,1,1,26.06206897,0.851812649,24.72068966,1.023434231
5704,8.648922962,6/01/2023,Friday,24.6,0,31.5,5,1,0,1,1,25.98965517,0.94653045,24.33448276,1.294459402
3923,8.274611946,7/01/2023,Saturday,27.3,0,31.7,6,0,1,1,1,26.06551724,1.047360762,24.65862069,1.285554468
2519,7.831617276,8/01/2023,Sunday,29.4,0,31.7,7,0,1,1,1,26.18275862,1.122876333,24.75517241,1.280540465
2341,7.758333467,9/01/2023,Monday,26.1,0,30.1,1,1,0,1,1,26.13793103,0.998548813,24.55172414,1.225983146
4355,8.379079889,10/01/2023,Tuesday,22,0,24.3,2,1,0,1,1,26.24482759,0.838260413,24.40344828,0.995760916
1847,7.52131798,11/01/2023,Wednesday,28.3,0,31.3,3,1,0,1,1,25.86896552,1.09397494,23.91034483,1.309056821
2412,7.788211558,12/01/2023,Thursday,23.7,0,27.7,4,1,0,1,1,25.72413793,0.921313673,23.68275862,1.169627257
2794,7.93522954,13/01/2023,Friday,25.1,0,24.2,5,1,0,1,1,25.95172414,0.967180441,24.20344828,0.99985753
1050,6.956545443,14/01/2023,Saturday,38.8,0,29.9,6,0,1,1,1,26.36206897,1.471811642,24.52068966,1.219378428
5082,8.533460164,15/01/2023,Sunday,20.8,0,16.3,7,0,1,1,1,26.27241379,0.791704948,24.06206897,0.677414732
1969,7.585281079,16/01/2023,Monday,27.4,0,20.7,1,1,0,1,1,25.74482759,1.064291455,23.18965517,0.892639405
573,6.350885717,17/01/2023,Tuesday,38.2,0,27.7,2,1,0,1,1,25.36206897,1.506186268,22.77931034,1.216015743
1055,6.961296046,18/01/2023,Wednesday,19.2,1.8,4.4,3,1,0,1,1,25.34482759,0.75755102,22.91034483,0.19205298
3135,8.050384453,19/01/2023,Thursday,19.8,2.6,15.1,4,1,0,1,1,25.48965517,0.776785714,22.70344828,0.665097205
3429,8.140023952,20/01/2023,Friday,21.7,0,26.4,5,1,0,1,1,25.39310345,0.854562738,22.90344828,1.15266486
4302,8.36683531,21/01/2023,Saturday,23.8,0,24.9,6,0,1,1,1,25.34137931,0.939175398,22.73103448,1.095418689
4751,8.466110401,22/01/2023,Sunday,24.1,0,25.3,7,0,1,1,1,25.07931034,0.960951464,22.32068966,1.133477522
2494,7.821643126,23/01/2023,Monday,25.4,0,28.1,1,1,0,1,1,24.77931034,1.025048706,21.63448276,1.298852407
2306,7.743269701,24/01/2023,Tuesday,27.5,0,14.8,2,1,0,1,1,24.60689655,1.11757287,21.23103448,0.69709274
2133,7.665284718,25/01/2023,Wednesday,27.4,0,25,3,1,0,1,1,24.61034483,1.113352949,20.91724138,1.195186284
6871,8.835064935,26/01/2023,Thursday,22.7,0,22.5,4,1,0,1,1,24.51034483,0.926139561,20.94827586,1.074074074
2894,7.970394907,27/01/2023,Friday,26,0,29.5,5,1,0,1,1,24.53103448,1.059881923,20.8137931,1.417329357
1288,7.160845907,28/01/2023,Saturday,36.1,0,18.9,6,0,1,1,1,24.54827586,1.47057171,20.73103448,0.911676647
3602,8.189244526,29/01/2023,Sunday,22.6,0.2,6.7,7,0,1,1,1,23.98275862,0.942343638,20.80689655,0.322008618
1146,7.044032897,30/01/2023,Monday,21.8,0,16.3,1,1,0,0,1,24.00344828,0.908202844,20.42758621,0.797940581
968,6.875232087,31/01/2023,Tuesday,22.8,0,25.2,2,1,0,0,1,23.82758621,0.956874096,20.5137931,1.228441755
5320,8.579228582,1/02/2023,Wednesday,20.9,0,13.5,3,1,0,0,1,23.56896552,0.886759327,20.68965517,0.6525
541,6.293419279,2/02/2023,Thursday,23.5,0,15.2,4,1,0,0,1,24.21724138,0.970383027,20.52068966,0.740715846
364,5.897153868,3/02/2023,Friday,19.4,11,20.3,5,1,0,0,1,24.97586207,0.776749965,21.14827586,0.959889124
1577,7.363279587,4/02/2023,Saturday,23.1,5,19.6,6,0,1,0,1,24.99310345,0.924254967,21.4862069,0.912213128
3628,8.196436811,5/02/2023,Sunday,19.7,0,11.8,7,0,1,0,1,25.02758621,0.787131441,21.32758621,0.55327405
744,6.612041035,6/02/2023,Monday,20.7,0,20,1,1,0,0,1,25.01724138,0.827429359,21.34137931,0.93714655
641,6.463029457,7/02/2023,Tuesday,21.1,0,21,2,1,0,0,1,24.8862069,0.847859221,21.27586207,0.987034036
1023,6.930494766,8/02/2023,Wednesday,22.1,0,25.2,3,1,0,0,1,24.89310345,0.887796094,20.92413793,1.204350692
578,6.359573869,9/02/2023,Thursday,25.4,0,27.4,4,1,0,0,1,25.04137931,1.014321124,21.26206897,1.288679857
770,6.646390515,10/02/2023,Friday,24.3,0,25.3,5,1,0,0,1,25.42758621,0.955655004,21.20344828,1.193202147
1971,7.586296307,11/02/2023,Saturday,25.6,0,26.4,6,0,1,0,1,25.42068966,1.007053717,21.25862069,1.241849148
4547,8.422222954,12/02/2023,Sunday,22.4,0,18.9,7,0,1,0,1,25.00689655,0.895752896,20.31034483,0.930560272
768,6.643789733,13/02/2023,Monday,21.4,0,18.8,1,1,0,0,1,24.97241379,0.856945595,20.20689655,0.930375427
820,6.70930434,14/02/2023,Tuesday,22.3,0,25.8,2,1,0,0,1,24.87586207,0.896451345,20.34482759,1.268135593
851,6.746412129,15/02/2023,Wednesday,30.7,0,22.8,3,1,0,0,1,24.84482759,1.235669674,19.99655172,1.140196586
485,6.184148891,16/02/2023,Thursday,38,0,22.6,4,1,0,0,1,24.85862069,1.52864475,19.72413793,1.145804196
197,5.283203729,17/02/2023,Friday,41.8,0,24.9,5,1,0,0,1,24.74827586,1.689006549,19.65862069,1.266619891
3191,8.068089626,18/02/2023,Saturday,22.2,0,21.8,6,0,1,0,1,25.17931034,0.881676253,19.80689655,1.100626741
3444,8.144388866,19/02/2023,Sunday,24.8,0,25.3,7,0,1,0,1,25.50344828,0.972417523,19.74482759,1.281348236
736,6.601230119,20/02/2023,Monday,23.8,0,23.4,1,1,0,0,1,25.7137931,0.925573287,19.6862069,1.188649501
744,6.612041035,21/02/2023,Tuesday,21.6,0,17.9,2,1,0,0,1,25.85517241,0.835422779,20.01034483,0.894537308
1086,6.9902565,22/02/2023,Wednesday,27.7,0,24.6,3,1,0,0,1,25.81724138,1.072926406,19.86896552,1.238111767
586,6.37331979,23/02/2023,Thursday,31.7,0,23.3,4,1,0,0,1,25.87931034,1.224916722,19.72758621,1.181087223
418,6.035481433,24/02/2023,Friday,33.9,0,24.1,5,1,0,0,1,25.77931034,1.315008026,19.40689655,1.241826581
2156,7.676009932,25/02/2023,Saturday,25.8,0,2,6,0,1,0,1,25.73103448,1.002680247,19.14137931,0.104485678
4172,8.336150816,26/02/2023,Sunday,24.1,0.6,15.9,7,0,1,0,1,25.57586207,0.942294728,19.00344828,0.836690256
864,6.761572769,27/02/2023,Monday,21.6,0.4,10.7,1,1,0,0,1,25.56896552,0.844774107,18.67241379,0.573037858
679,6.520621128,28/02/2023,Tuesday,19,0,6.2,2,1,0,0,1,25.71034483,0.739002146,18.7,0.331550802
859,6.755768922,1/03/2023,Wednesday,21.9,0.2,17.3,3,1,0,0,2,25.7,0.852140078,18.58275862,0.930970495
871,6.769641977,2/03/2023,Thursday,21.3,0,11.6,4,1,0,0,2,25.62758621,0.83113563,18.21034483,0.637000568
1134,7.033506484,3/03/2023,Friday,20.3,0,19.5,5,1,0,0,2,25.09655172,0.808876065,18,1.083333333
3150,8.055157732,4/03/2023,Saturday,31.9,0,18.5,6,0,1,0,2,24.98965517,1.276528219,17.9137931,1.032723773
2615,7.869019376,5/03/2023,Sunday,32.5,0,17.9,7,0,1,0,2,24.89655172,1.305401662,17.39310345,1.029143537
859,6.755768922,6/03/2023,Monday,25.8,6,21.2,1,1,0,0,2,24.72068966,1.043660204,16.91724138,1.253159397
790,6.672032945,7/03/2023,Tuesday,24.8,0.2,15.9,2,1,0,0,2,24.5862069,1.008695652,16.69310345,0.952489155
726,6.587550015,8/03/2023,Wednesday,20,0,16.9,3,1,0,0,2,24.60689655,0.812780269,16.1137931,1.048790927
856,6.752270376,9/03/2023,Thursday,23.9,0,15.9,4,1,0,0,2,24.37931034,0.980339463,16.03448276,0.991612903
1311,7.178545484,10/03/2023,Friday,22.5,0,19.7,5,1,0,0,2,24.0137931,0.936961516,15.65172414,1.258647279
4083,8.314587291,11/03/2023,Saturday,22.9,0,21.3,6,0,1,0,2,23.54827586,0.972470347,15.17931034,1.403225806
4948,8.506738734,12/03/2023,Sunday,21.1,0,16.8,7,0,1,0,2,23.31034483,0.905177515,14.82413793,1.133286811
6339,8.754476306,13/03/2023,Monday,22.2,0,19.7,1,1,0,0,2,23.09310345,0.961325967,15.18275862,1.297524415
809,6.695798917,14/03/2023,Tuesday,25.5,0,15.4,2,1,0,0,2,23.07241379,1.105215962,14.75517241,1.043701799
736,6.601230119,15/03/2023,Wednesday,22,0,15,3,1,0,0,2,23.1137931,0.951812621,14.8862069,1.007644197
797,6.680854679,16/03/2023,Thursday,28.6,0,16.7,4,1,0,0,2,23.05862069,1.240317033,14.96896552,1.115641557
997,6.90475077,17/03/2023,Friday,22.6,0.2,20.1,5,1,0,0,2,23.04482759,0.980697292,14.78275862,1.359692092
1458,7.284820913,18/03/2023,Saturday,38.7,0,9.8,6,0,1,0,2,22.92758621,1.687922996,14.75172414,0.664329126
3949,8.281217661,19/03/2023,Sunday,19.5,0,8,7,0,1,0,2,22.45862069,0.868263473,14.44482759,0.553831463
886,6.786716951,20/03/2023,Monday,19.7,0,18.8,1,1,0,0,2,22.07241379,0.892516794,14.34137931,1.310892041
650,6.476972363,21/03/2023,Tuesday,19.9,0,6.6,2,1,0,0,2,21.9137931,0.908103855,14.19655172,0.464901627
962,6.869014451,22/03/2023,Wednesday,22.2,0.8,15.6,3,1,0,0,2,21.7,1.023041475,14,1.114285714
550,6.309918278,23/03/2023,Thursday,21.1,12.6,13.5,4,1,0,0,2,21.95517241,0.96104916,13.73448276,0.982927442
1216,7.103322063,24/03/2023,Friday,21.1,0.2,9.6,5,1,0,0,2,21.81034483,0.96743083,13.51724138,0.710204082
3336,8.112527763,25/03/2023,Saturday,20.4,0,13.8,6,0,1,0,2,21.74137931,0.938302934,13.24482759,1.041916168
3413,8.135346949,26/03/2023,Sunday,18.9,0,12.4,7,0,1,0,2,21.52068966,0.878224643,12.94827586,0.957656458
527,6.267200549,27/03/2023,Monday,17.8,0.4,3.5,1,1,0,0,2,21.36206897,0.833252623,12.56206897,0.278616525
787,6.668228248,28/03/2023,Tuesday,21,3.8,14.5,2,1,0,0,2,21.22413793,0.98943948,12.28275862,1.180516564
598,6.393590754,29/03/2023,Wednesday,20.2,0.6,8.6,3,1,0,0,2,21.01724138,0.961115669,12.06896552,0.712571429
804,6.689599269,30/03/2023,Thursday,20.3,2.2,11.9,4,1,0,0,2,20.95517241,0.968734573,11.88965517,1.00087007
1046,6.952728645,31/03/2023,Friday,20.9,0,10.7,5,1,0,0,2,20.69655172,1.009830057,11.84137931,0.903610949
2052,7.626570206,1/04/2023,Saturday,16.9,1,10.6,6,0,1,0,2,20.6,0.82038835,11.77241379,0.900410076
3122,8.046229101,2/04/2023,Sunday,18.3,0.2,15.5,7,0,1,0,2,19.90689655,0.919279404,11.26206897,1.376301286
1368,7.221105098,3/04/2023,Monday,21.3,0,13.7,1,1,0,0,2,19.92068966,1.06924009,11.26551724,1.216100398
1162,7.057897937,4/04/2023,Tuesday,21.2,0.2,15.5,2,1,0,0,2,20.07931034,1.055813155,11.26896552,1.375458996
1551,7.346655163,5/04/2023,Wednesday,18.6,0,8.2,3,1,0,0,2,20.01724138,0.929198966,11.05517241,0.741734248
972,6.879355804,6/04/2023,Thursday,27.4,0,10.6,4,1,0,0,2,19.85517241,1.379993053,11.11034483,0.954065798
1979,7.590346946,7/04/2023,Friday,19.7,4.8,8,5,1,0,1,2,19.74137931,0.99790393,10.8862069,0.734874881
2725,7.910223707,8/04/2023,Saturday,20.5,1.8,11.1,6,0,1,1,2,19.64482759,1.043531683,10.65172414,1.042084817
2234,7.71154898,9/04/2023,Sunday,16.5,0.2,10.1,7,0,1,1,2,19.60344828,0.841688654,10.63103448,0.950048654
3061,8.026496939,10/04/2023,Monday,16.5,0.8,8.7,1,1,0,1,2,19.84827586,0.831306463,10.50344828,0.828299409
2946,7.988203597,11/04/2023,Tuesday,18.2,1.2,13.5,2,1,0,1,2,20.11034483,0.905006859,10.54137931,1.280667321
1749,7.466799475,12/04/2023,Wednesday,19.5,6.6,10.2,3,1,0,1,2,20.24482759,0.963208993,10.85517241,0.939644219
3915,8.272570608,13/04/2023,Thursday,20.2,6.6,13.6,4,1,0,1,2,20.30344828,0.994904891,10.80344828,1.258857325
5650,8.639410824,14/04/2023,Friday,21.1,0.2,14.7,5,1,0,1,2,20.35172414,1.036767198,10.76551724,1.365470852
2266,7.725771442,15/04/2023,Saturday,19.8,0,5.3,6,0,1,1,2,20.18275862,0.981035366,10.6137931,0.499350227
1455,7.28276118,16/04/2023,Sunday,18.6,32.6,9.9,7,0,1,1,2,20.15517241,0.922840034,10.65172414,0.929426999
3729,8.22389538,17/04/2023,Monday,19.9,2.2,8.1,1,1,0,1,2,20.12413793,0.988862234,10.72413793,0.755305466
4889,8.494743063,18/04/2023,Tuesday,24.3,0,12.6,2,1,0,1,2,20.09655172,1.209162663,10.5,1.2
2962,7.993619995,19/04/2023,Wednesday,18.1,0,8.2,3,1,0,1,2,19.91724138,0.908760388,10.32758621,0.793989983
3799,8.242493153,20/04/2023,Thursday,17.5,0,9.1,4,1,0,1,2,19.96428571,0.876565295,10.16206897,0.895486936
3948,8.280964401,21/04/2023,Friday,17.8,0,6.7,5,1,0,1,2,19.65714286,0.905523256,10.15517241,0.659762309
5003,8.517793011,22/04/2023,Saturday,18.3,0,9,6,0,1,1,2,19.425,0.942084942,10.16551724,0.885345997
5216,8.559486104,23/04/2023,Sunday,19.2,0,10.1,7,0,1,1,2,19.14642857,1.002797985,10.10689655,0.999317639
3563,8.178358166,24/04/2023,Monday,26,0.2,13.5,1,1,0,0,2,19.11071429,1.360493366,10.00689655,1.349069607
7597,8.935508712,25/04/2023,Tuesday,25.4,0,12.6,2,1,0,0,2,19.125,1.328104575,9.955172414,1.26567371
994,6.901737207,26/04/2023,Wednesday,24.9,0,13,3,1,0,0,2,19.04285714,1.307576894,9.955172414,1.305853828
544,6.298949247,27/04/2023,Thursday,21.9,0,7.5,4,1,0,0,2,19.01071429,1.151981965,9.748275862,0.76936682
853,6.748759547,28/04/2023,Friday,21.7,0.8,7.5,5,1,0,0,2,18.89285714,1.148582231,9.786206897,0.766384778
2637,7.877397186,29/04/2023,Saturday,16,2.6,11.8,6,0,1,0,2,18.68571429,0.856269113,9.679310345,1.219095119
3590,8.185907481,30/04/2023,Sunday,16.1,0,12.7,7,0,1,0,2,18.61071429,0.865093072,9.548275862,1.330083062
1112,7.013915475,1/05/2023,Monday,17.4,0,9,1,1,0,0,2,18.74642857,0.928176796,9.74137931,0.923893805
853,6.748759547,2/05/2023,Tuesday,20.5,0,8.7,2,1,0,0,2,18.54285714,1.105546995,9.775862069,0.88994709
599,6.395261598,3/05/2023,Wednesday,16,4,10.7,3,1,0,0,2,18.18571429,0.879811469,9.720689655,1.100744945
806,6.692083743,4/05/2023,Thursday,,0.6,8,4,1,0,0,2,18.03571429,0,9.651724138,0.828867453
1076,6.981005741,5/05/2023,Friday,18.8,0,10.9,5,1,0,0,2,17.94642857,1.047562189,9.648275862,1.129735525
817,6.705639095,6/05/2023,Saturday,13.2,9.4,6.3,6,0,1,0,2,17.86071429,0.73905219,9.603448276,0.656014363
1120,7.021083964,7/05/2023,Sunday,12.7,9.2,8.2,7,0,1,0,2,17.75357143,0.715349024,9.655172414,0.849285714
665,6.499787041,8/05/2023,Monday,15.5,3.4,8.6,1,1,0,0,2,17.63571429,0.878898339,9.603448276,0.89551167
765,6.639875834,9/05/2023,Tuesday,16.9,0,8.7,2,1,0,0,2,17.28571429,0.97768595,9.606896552,0.905599426
418,6.035481433,10/05/2023,Wednesday,15.9,0.2,7.5,3,1,0,0,2,16.98928571,0.93588396,9.482758621,0.790909091
1246,7.127693699,11/05/2023,Thursday,18.6,0,11.3,4,1,0,0,2,16.65357143,1.116877547,9.396551724,1.202568807
1075,6.980075941,12/05/2023,Friday,16.9,0,10.5,5,1,0,0,2,16.38214286,1.031611075,9.110344828,1.152535958
2716,7.906915489,13/05/2023,Saturday,15.3,0,10.9,6,0,1,0,2,16.19285714,0.94486105,9.175862069,1.187899286
4100,8.318742253,14/05/2023,Sunday,17.7,0,10.9,7,0,1,0,2,16.18928571,1.093315685,9.179310345,1.187453043
1353,7.210079628,15/05/2023,Monday,22.4,0,10.9,1,1,0,0,2,16.19285714,1.383325981,8.982758621,1.213435701
591,6.381816017,16/05/2023,Tuesday,14.2,2.8,6.5,2,1,0,0,2,16.25,0.873846154,8.806896552,0.738057948
1263,7.141245122,17/05/2023,Wednesday,14.3,0.6,10.6,3,1,0,0,2,16.16785714,0.884470952,8.693103448,1.219357398
696,6.54534966,18/05/2023,Thursday,13.9,0,8.1,4,1,0,0,2,16.125,0.862015504,8.568965517,0.94527163
1333,7.19518732,19/05/2023,Friday,15,0,7.8,5,1,0,0,2,16.04827586,0.934679845,8.489655172,0.918765232
1280,7.154615357,20/05/2023,Saturday,15.4,2.4,8.2,6,0,1,0,2,15.87931034,0.969815418,8.510344828,0.963533225
1803,7.497207223,21/05/2023,Sunday,15.3,0.4,7.5,7,0,1,0,2,15.94827586,0.959351351,8.296551724,0.903990025
1185,7.077498054,22/05/2023,Monday,15.9,0.2,10.2,1,1,0,0,2,16.17241379,0.98315565,8.35862069,1.22029703
885,6.785587645,23/05/2023,Tuesday,16.2,0,9.9,2,1,0,0,2,16.24137931,0.997452229,8.368965517,1.182941904
1276,7.151485464,24/05/2023,Wednesday,17.1,0,10.1,3,1,0,0,2,16.27241379,1.050858233,8.310344828,1.215352697
610,6.413458957,25/05/2023,Thursday,15.5,0,4.7,4,1,0,0,2,16.30689655,0.95051808,8.137931034,0.577542373
1044,6.950814768,26/05/2023,Friday,14.3,3.8,9.4,5,1,0,0,2,16.19310345,0.883091993,8.162068966,1.151668779
2770,7.926602599,27/05/2023,Saturday,16.4,0.2,7.6,6,0,1,0,2,16.19655172,1.012561209,8.075862069,0.941076003
864,6.761572769,28/05/2023,Sunday,15.9,6.6,6.1,7,0,1,0,2,16.24827586,0.978565365,7.989655172,0.763487268
1013,6.920671504,29/05/2023,Monday,16.2,3.8,7.6,1,1,0,0,2,16.14827586,1.003203075,7.824137931,0.971353019
986,6.893656355,30/05/2023,Tuesday,19,0,5.7,2,1,0,0,2,15.92758621,1.192898896,7.706896552,0.739597315
992,6.899723107,31/05/2023,Wednesday,18.2,0,5.1,3,1,0,0,2,15.96206897,1.140203068,7.551724138,0.675342466
886,6.786716951,1/06/2023,Thursday,14.8,1.6,8.4,4,1,0,0,3,16.05862069,0.921623363,7.606896552,1.104261106
1402,7.245655068,2/06/2023,Friday,13.9,0,8.6,5,1,0,0,3,16.22413793,0.85674814,7.420689655,1.158921933
1358,7.213768308,3/06/2023,Saturday,13.9,1.8,4.7,6,0,1,0,3,16.29310345,0.853121693,7.451724138,0.630726516
3414,8.135639903,4/06/2023,Sunday,15.2,1,8.1,7,0,1,0,3,16.25172414,0.935285381,7.486206897,1.081989866
1021,6.928537818,5/06/2023,Monday,19.2,0,8.5,1,1,0,0,3,16.11034483,1.191780822,7.520689655,1.130215497
1162,7.057897937,6/06/2023,Tuesday,17.5,0.2,6.9,2,1,0,0,3,16,1.09375,7.524137931,0.917048579
571,6.34738921,7/06/2023,Wednesday,17.8,0,3.7,3,1,0,0,3,15.84482759,1.123394995,7.462068966,0.495841035
1205,7.094234846,8/06/2023,Thursday,16.9,8.4,8.2,4,1,0,0,3,15.70344828,1.07619675,7.434482759,1.10296846
1688,7.431299675,9/06/2023,Friday,15.3,1.8,8.8,5,1,0,0,3,15.56551724,0.982941958,7.313793103,1.203206035
3997,8.293299359,10/06/2023,Saturday,17,0,8,6,0,1,0,3,15.57586207,1.091432367,7.331034483,1.091251176
5719,8.651549244,11/06/2023,Sunday,16.8,0,6.1,7,0,1,0,3,15.47931034,1.08531967,7.262068966,0.839981007
5481,8.609042845,12/06/2023,Monday,14.8,0,7.5,1,1,0,0,3,15.47586207,0.956327986,7.144827586,1.049710425
1032,6.939253946,13/06/2023,Tuesday,16,0,6.4,2,1,0,0,3,15.44137931,1.036176865,7.217241379,0.886765409
950,6.856461985,14/06/2023,Wednesday,15.2,3.6,8.1,3,1,0,0,3,15.18965517,1.000681044,7.237931034,1.119104335
875,6.774223886,15/06/2023,Thursday,17.1,0.2,5.2,4,1,0,0,3,14.98965517,1.140786749,7.224137931,0.719809069
1339,7.199678346,16/06/2023,Friday,18.7,0,9,5,1,0,0,3,14.99655172,1.246953323,7.293103448,1.234042553
2168,7.681560363,17/06/2023,Saturday,17,0,8.8,6,0,1,0,3,14.99655172,1.13359393,7.24137931,1.215238095
3078,8.032035314,18/06/2023,Sunday,14.2,6.6,9.2,7,0,1,0,3,14.97241379,0.948410871,7.217241379,1.274725275
371,5.916202063,19/06/2023,Monday,11.2,8.8,7.6,1,1,0,0,3,14.93448276,0.749942277,7.286206897,1.04306673
983,6.89060912,20/06/2023,Tuesday,12.7,0.2,8.4,2,1,0,0,3,14.69310345,0.864351091,7.248275862,1.158896289
921,6.825460036,21/06/2023,Wednesday,11.7,0,9.1,3,1,0,0,3,14.6137931,0.800613497,7.124137931,1.277347531
883,6.783325201,22/06/2023,Thursday,13,0,6.6,4,1,0,0,3,14.55172414,0.893364929,7.131034483,0.925531915
386,5.955837369,23/06/2023,Friday,11.5,4.4,5.2,5,1,0,0,3,14.50344828,0.792914883,7.3,0.712328767
2038,7.619724214,24/06/2023,Saturday,14.6,1.6,7.4,6,0,1,1,3,14.47241379,1.008815821,7.320689655,1.010833726
1782,7.485491608,25/06/2023,Sunday,13.6,2.2,4.2,7,0,1,1,3,14.45172414,0.941064185,7.306896552,0.574799434
1777,7.482681828,26/06/2023,Monday,15.8,0,8.2,1,1,0,1,3,14.44482759,1.09381714,7.289655172,1.124881741
2485,7.818027939,27/06/2023,Tuesday,15.2,0,8.2,2,1,0,1,3,14.53448276,1.045788849,7.368965517,1.112774918
1458,7.284820913,28/06/2023,Wednesday,11.7,0,5.3,3,1,0,1,3,14.59655172,0.801559178,7.410344828,0.71521638
2701,7.901377354,29/06/2023,Thursday,12.4,1.6,7.1,4,1,0,1,3,14.64482759,0.846715328,7.524137931,0.943629698
1937,7.568895663,30/06/2023,Friday,15,0,6.9,5,1,0,1,3,14.56206897,1.030073408,7.565517241,0.912032817
3081,8.033009499,1/07/2023,Saturday,13.9,0.4,7.9,6,0,1,1,3,14.33448276,0.96968968,7.634482759,1.034778681
3627,8.196161139,2/07/2023,Sunday,13.2,0.2,6.7,7,0,1,1,3,14.26206897,0.925531915,7.489655172,0.894567219
3387,8.127699853,3/07/2023,Monday,14.1,0,7,1,1,0,1,3,14.30344828,0.985776278,7.489655172,0.934622468
1151,7.048386409,4/07/2023,Tuesday,12.2,0,4.9,2,1,0,1,3,14.4137931,0.846411483,7.524137931,0.651237397
3679,8.210396255,5/07/2023,Wednesday,15.2,2.8,7.1,3,1,0,1,3,14.42068966,1.054041129,7.513793103,0.944928866
4665,8.447843113,6/07/2023,Thursday,16,0,8.6,4,1,0,1,3,14.44137931,1.107927412,7.568965517,1.136218679
3759,8.231908244,7/07/2023,Friday,15.5,0.6,8.8,5,1,0,1,3,14.46551724,1.071513707,7.493103448,1.174413254
2589,7.85902698,8/07/2023,Saturday,14.4,0.6,8.4,6,0,1,1,3,14.59655172,0.986534373,7.603448276,1.104761905
3092,8.03657341,9/07/2023,Sunday,16.4,0.2,7.5,7,0,1,1,3,14.54482759,1.127548601,7.737931034,0.969251337
1208,7.096721378,10/07/2023,Monday,16.6,0.4,8.4,1,1,0,0,3,14.56551724,1.13967803,7.751724138,1.083629893
1094,6.997595983,11/07/2023,Tuesday,17.4,0,8.7,2,1,0,0,3,14.53103448,1.197437114,7.868965517,1.105609115
1297,7.167809184,12/07/2023,Wednesday,17.8,0,9.7,3,1,0,0,3,14.46551724,1.230512515,7.886206897,1.229995627
1279,7.153833802,13/07/2023,Thursday,16.6,0,9.3,4,1,0,0,3,14.63793103,1.134040047,7.95862069,1.168544194
1219,7.105786129,14/07/2023,Friday,14.7,0,7.2,5,1,0,0,3,14.86551724,0.988865692,8.15862069,0.882502113
1295,7.166265974,15/07/2023,Saturday,12.1,0,4.8,6,0,1,0,3,14.97931034,0.807780847,8.265517241,0.580725907
3919,8.273591798,16/07/2023,Sunday,14.9,0.6,8.8,7,0,1,0,3,15.15517241,0.983162685,8.4,1.047619048
1371,7.22329568,17/07/2023,Monday,15.4,0,10.2,1,1,0,0,3,15.26551724,1.008809578,8.468965517,1.204397394
943,6.849066283,18/07/2023,Tuesday,14.4,0,7.3,2,1,0,0,3,15.3137931,0.940328755,8.582758621,0.850542387
883,6.783325201,19/07/2023,Wednesday,12.9,0,10,3,1,0,0,3,15.4862069,0.832999332,8.617241379,1.160464186
761,6.634633358,20/07/2023,Thursday,12.3,0,6.9,4,1,0,0,3,15.67586207,0.784645842,8.831034483,0.781335416
994,6.901737207,21/07/2023,Friday,13.7,0.4,9.8,5,1,0,0,3,15.84137931,0.864823683,8.993103448,1.089723926
3146,8.053887084,22/07/2023,Saturday,15.3,0,9.1,6,0,1,0,3,15.7862069,0.969200524,8.95862069,1.01578137
2124,7.661056382,23/07/2023,Sunday,13.1,0,7.8,7,0,1,0,3,15.74827586,0.831837092,9,0.866666667
957,6.863803391,24/07/2023,Monday,14.2,1.2,7.6,1,1,0,0,3,15.65517241,0.907048458,9.003448276,0.844121026
825,6.715383386,25/07/2023,Tuesday,14.8,0,8.7,2,1,0,0,3,15.49310345,0.955263744,9.068965517,0.959315589
973,6.880384082,26/07/2023,Wednesday,13.3,0,10.3,3,1,0,0,3,15.56206897,0.854642145,9.179310345,1.122088655
1108,7.010311867,27/07/2023,Thursday,16.7,0,11.1,4,1,0,0,3,15.48275862,1.078619154,9.303448276,1.193106004
1075,6.980075941,28/07/2023,Friday,19,4.8,10.2,5,1,0,0,3,15.43793103,1.230734867,9.310344828,1.095555556
3982,8.289539485,29/07/2023,Saturday,18.3,0,10.8,6,0,1,0,3,15.47931034,1.182223212,9.324137931,1.158284024
3940,8.278936002,30/07/2023,Sunday,19,0,9.9,7,0,1,0,3,15.50344828,1.225533808,9.355172414,1.058238113
1136,7.035268599,31/07/2023,Monday,16.4,2.6,10,1,1,0,0,3,15.42413793,1.0632685,9.575862069,1.044292402
